topic,title,dialogue_line
smalltalk,. A Sick Classmate,Thanks. See you at school tomorrow if you feel better.
smalltalk,. A Sick Classmate,Have you gone to school today?
smalltalk,. A Sick Classmate,I went to school today. Did you go to school?
smalltalk,. A Sick Classmate,"I couldn't go to school today, I was sick."
smalltalk,. A Sick Classmate,That's horrible. I'd be happy to give you the assignments from English class.
smalltalk,. A Sick Classmate,"Thank you very much, that's kind of you."
smalltalk,. A Sick Classmate,Don't mention it.
smalltalk,. A Sick Classmate,"When you miss a day of school, I'll be happy to give you the English assignments."
smalltalk,. A Sick Classmate,That is greatly appreciated and I hope you feel well enough to go to school tomorrow.
smalltalk,. Sharing News and Information,Did you hear the news?
smalltalk,. Sharing News and Information,What happened?
smalltalk,. Sharing News and Information,Our cousin went into labor and had her baby last week.
smalltalk,. Sharing News and Information,She did? Why didn't anyone tell me?
smalltalk,. Sharing News and Information,I would've thought that somebody would have told you.
smalltalk,. Sharing News and Information,"No, I had no idea."
smalltalk,. Sharing News and Information,"Well, she did, her baby was 8 pounds 6 ounces."
smalltalk,. Sharing News and Information,"Oh my God, that's great!"
smalltalk,. Sharing News and Information,Are you going to go and visit her and the baby?
smalltalk,. Sharing News and Information,I think that I might.
smalltalk,. Sharing News and Information,Good! I just thought I'd let you know.
smalltalk,. Sharing News and Information,Thanks for telling me.
smalltalk,. Sharing News and Information,Have you heard what happened?
smalltalk,. Sharing News and Information,Heard what?
smalltalk,. Sharing News and Information,Debrah already had her baby.
smalltalk,. Sharing News and Information,I didn't know that.
smalltalk,. Sharing News and Information,I thought you knew.
smalltalk,. Sharing News and Information,I honestly didn't know.
smalltalk,. Sharing News and Information,The baby was 8 pounds 6 ounces.
smalltalk,. Sharing News and Information,That's good to hear.
smalltalk,. Sharing News and Information,Will you go and visit them?
smalltalk,. Sharing News and Information,Of course I will.
smalltalk,. Sharing News and Information,I just wanted to give you the good news.
smalltalk,. Sharing News and Information,Thanks for letting me know.
smalltalk,. Sharing News and Information,Have you heard the news?
smalltalk,. Sharing News and Information,I haven't heard anything.
smalltalk,. Sharing News and Information,Debrah had her baby last week.
smalltalk,. Sharing News and Information,Nobody told me.
smalltalk,. Sharing News and Information,I thought you heard.
smalltalk,. Sharing News and Information,I really wasn't told anything.
smalltalk,. Sharing News and Information,She was a cute 8 pounds 6 ounces.
smalltalk,. Sharing News and Information,"Wow, how exciting."
smalltalk,. Sharing News and Information,"I know, you should really go and see her and the baby."
smalltalk,. Sharing News and Information,Of course I will.
smalltalk,. Sharing News and Information,I just wanted to let you know what happened.
smalltalk,. Sharing News and Information,I appreciate that.
smalltalk,. Changing the Subject,Did you go to school today?
smalltalk,. Changing the Subject,Of course. Did you?
smalltalk,. Changing the Subject,"I didn't want to, so I didn't."
smalltalk,. Changing the Subject,"That's sad, but have you gone to the movies recently?"
smalltalk,. Changing the Subject,That's a switch.
smalltalk,. Changing the Subject,"I'm serious, have you?"
smalltalk,. Changing the Subject,"No, I haven't. Why?"
smalltalk,. Changing the Subject,I really want to go to the movies this weekend.
smalltalk,. Changing the Subject,So go then.
smalltalk,. Changing the Subject,I really don't want to go by myself.
smalltalk,. Changing the Subject,"Well anyway, do you plan on going to school tomorrow?"
smalltalk,. Changing the Subject,"No, I think I'm going to go to the movies."
smalltalk,. Changing the Subject,Did you make it to school today?
smalltalk,. Changing the Subject,I always do. Did you go to school today?
smalltalk,. Changing the Subject,"No, I didn't."
smalltalk,. Changing the Subject,"You should have, but have you seen any movies lately?"
smalltalk,. Changing the Subject,That was an odd change of subject.
smalltalk,. Changing the Subject,"Maybe it was, but answer the question."
smalltalk,. Changing the Subject,"No, not recently."
smalltalk,. Changing the Subject,I want to go to see a movie this weekend.
smalltalk,. Changing the Subject,What's stopping you then?
smalltalk,. Changing the Subject,I don't want to go alone.
smalltalk,. Changing the Subject,"So, will you be at school tomorrow?"
smalltalk,. Changing the Subject,"No, I want to go to the movies instead."
smalltalk,. Changing the Subject,Did you even bother to go to school today?
smalltalk,. Changing the Subject,"Yeah, I went. Did you go?"
smalltalk,. Changing the Subject,"No, I didn't feel like it."
smalltalk,. Changing the Subject,"That's nice, have you been to the movies lately?"
smalltalk,. Changing the Subject,"No, but that was a random change of subject."
smalltalk,. Changing the Subject,"It may have been random, but have you?"
smalltalk,. Changing the Subject,I haven't lately.
smalltalk,. Changing the Subject,I would love to catch a movie this weekend.
smalltalk,. Changing the Subject,"So then, why don't you just go?"
smalltalk,. Changing the Subject,I don't want to see a movie by myself.
smalltalk,. Changing the Subject,"Okay, so are you going to school tomorrow?"
smalltalk,. Changing the Subject,I think I might just go to the movies.
smalltalk,. Receiving Visitors,Thanks for coming to see me today.
smalltalk,. Receiving Visitors,It's no problem. I was really missing you anyway.
smalltalk,. Receiving Visitors,I missed you too.
smalltalk,. Receiving Visitors,Why haven't you tried to come see me then?
smalltalk,. Receiving Visitors,I've been really busy.
smalltalk,. Receiving Visitors,Doing what?
smalltalk,. Receiving Visitors,Working.
smalltalk,. Receiving Visitors,"I would've come to see you sooner, but I've been busy too."
smalltalk,. Receiving Visitors,What have you been doing?
smalltalk,. Receiving Visitors,I've been working too.
smalltalk,. Receiving Visitors,"Well regardless, I'm very happy that you came to see me."
smalltalk,. Receiving Visitors,I am too.
smalltalk,. Receiving Visitors,I'm really glad that you came to see me.
smalltalk,. Receiving Visitors,I had to. I was missing you a lot.
smalltalk,. Receiving Visitors,I was missing you too.
smalltalk,. Receiving Visitors,"So, why haven't you visited me?"
smalltalk,. Receiving Visitors,I've actually been busy lately.
smalltalk,. Receiving Visitors,What have you been doing?
smalltalk,. Receiving Visitors,I've just been working really hard.
smalltalk,. Receiving Visitors,I've also been busy.
smalltalk,. Receiving Visitors,Tell me what you've been doing.
smalltalk,. Receiving Visitors,"Basically, I've been working too."
smalltalk,. Receiving Visitors,"Well whatever, I'm glad you came."
smalltalk,. Receiving Visitors,So am I.
smalltalk,. Receiving Visitors,I'm really happy that you came to visit me.
smalltalk,. Receiving Visitors,I really missed you a lot.
smalltalk,. Receiving Visitors,I've been missing you like crazy.
smalltalk,. Receiving Visitors,I don't understand why you haven't come to visit me.
smalltalk,. Receiving Visitors,"Lately, I've been quite busy."
smalltalk,. Receiving Visitors,Tell me what you've been up to.
smalltalk,. Receiving Visitors,I've really been working a lot lately.
smalltalk,. Receiving Visitors,I've been pretty busy myself.
smalltalk,. Receiving Visitors,So what have you been up to?
smalltalk,. Receiving Visitors,I've just been working a lot.
smalltalk,. Receiving Visitors,"Whatever the reason may be, I'm glad you visited me."
smalltalk,. Receiving Visitors,I'm glad I did too.
smalltalk,. Waiting for an Invitation,"Hey, did you hear about Jessica's party this weekend?"
smalltalk,. Waiting for an Invitation,"Yeah, but I'm still waiting for my invitation."
smalltalk,. Waiting for an Invitation,Oh really? She gave me mine earlier today.
smalltalk,. Waiting for an Invitation,"Well, she'll probably just give me my invitation later on today."
smalltalk,. Waiting for an Invitation,"Yeah, so are you planning on going?"
smalltalk,. Waiting for an Invitation,I think so. It sounds like it's going to be a lot of fun.
smalltalk,. Waiting for an Invitation,"It really does, I can't wait."
smalltalk,. Waiting for an Invitation,What time does the party start?
smalltalk,. Waiting for an Invitation,It starts at 8 o'clock.
smalltalk,. Waiting for an Invitation,"Oh, well, how many people has she given invites to so far?"
smalltalk,. Waiting for an Invitation,"I'm not sure, but I don't think she's given out that many."
smalltalk,. Waiting for an Invitation,"Well, hopefully she'll give me my invite later on today."
smalltalk,. Waiting for an Invitation,Have you heard about Jessica's party on Saturday?
smalltalk,. Waiting for an Invitation,"I've heard about it, but I'm still waiting for my invitation."
smalltalk,. Waiting for an Invitation,Really? I got mine from her this morning.
smalltalk,. Waiting for an Invitation,I'm guessing that she's going to give me my invite today or tomorrow.
smalltalk,. Waiting for an Invitation,"You're probably right, do you intend on going to the party?"
smalltalk,. Waiting for an Invitation,I want to. I heard it's going to be really fun.
smalltalk,. Waiting for an Invitation,"I know, it does sound pretty awesome."
smalltalk,. Waiting for an Invitation,"Well, when does the party start?"
smalltalk,. Waiting for an Invitation,It's supposed to start at about eight.
smalltalk,. Waiting for an Invitation,How many invitations has she given out?
smalltalk,. Waiting for an Invitation,"I really don't know, but I don't think she gave out that many yet."
smalltalk,. Waiting for an Invitation,"I really want to go, so I hope that she gives me my invite soon."
smalltalk,. Waiting for an Invitation,Has anyone told you about Jessica's party coming up?
smalltalk,. Waiting for an Invitation,I was told about it already. I'm just waiting for my invitation.
smalltalk,. Waiting for an Invitation,Is that right? I already got my invitation from her earlier.
smalltalk,. Waiting for an Invitation,I believe that she will give me the invitation today.
smalltalk,. Waiting for an Invitation,Are you even going to go?
smalltalk,. Waiting for an Invitation,"Yeah, it sounds like it's going to be the best party of the year."
smalltalk,. Waiting for an Invitation,"Exactly, it seems like it's going to be loads of fun."
smalltalk,. Waiting for an Invitation,When exactly does the party start?
smalltalk,. Waiting for an Invitation,The invitation says it starts at 8:00 p.m.
smalltalk,. Waiting for an Invitation,Has she given out a lot of invitations yet?
smalltalk,. Waiting for an Invitation,"I have no idea, she hasn't given out many though."
smalltalk,. Waiting for an Invitation,"I'm planning on going, but I really need her to give me my invitation."
smalltalk,. Accepting an Invitation to a Party,"Hey, what's up?"
smalltalk,. Accepting an Invitation to a Party,Nothing really.
smalltalk,. Accepting an Invitation to a Party,I'm throwing a party on Friday.
smalltalk,. Accepting an Invitation to a Party,I didn't realize that.
smalltalk,. Accepting an Invitation to a Party,You didn't?
smalltalk,. Accepting an Invitation to a Party,Nobody has told me anything about your party.
smalltalk,. Accepting an Invitation to a Party,Did you want to go?
smalltalk,. Accepting an Invitation to a Party,When does it start?
smalltalk,. Accepting an Invitation to a Party,At 8:00 p.m.
smalltalk,. Accepting an Invitation to a Party,I'll be there.
smalltalk,. Accepting an Invitation to a Party,I'd better see you there.
smalltalk,. Accepting an Invitation to a Party,Of course.
smalltalk,. Accepting an Invitation to a Party,What's going on with you?
smalltalk,. Accepting an Invitation to a Party,Fine. What's going on with you?
smalltalk,. Accepting an Invitation to a Party,I'm having a party this Friday.
